"Date","Close","RSI rsi (14)","MACD macd (12,26,9)","Signal macd (12,26,9)","macd (12,26,9)_hist"
"1/19/2025","4.3764","42.4795","-0.0095","-0.0259","0.0165"
"1/26/2025","4.4567","49.9725","-0.0079","-0.0223","0.0144"
"2/2/2025","4.4400","48.5559","-0.0079","-0.0194","0.0116"
"2/9/2025","4.4350","48.1161","-0.0082","-0.0172","0.0090"
"2/16/2025","4.4185","46.6155","-0.0096","-0.0157","0.0060"
"2/23/2025","4.4625","51.0036","-0.0072","-0.0140","0.0068"
"3/2/2025","4.4138","46.4524","-0.0090","-0.0130","0.0039"
"3/9/2025","4.4465","49.6981","-0.0078","-0.0119","0.0042"
"3/16/2025","4.4203","47.2280","-0.0088","-0.0113","0.0025"
"3/23/2025","4.4375","49.0194","-0.0081","-0.0107","0.0025"
"3/30/2025","4.4370","48.9674","-0.0076","-0.0100","0.0025"
"4/6/2025","4.4231","47.4591","-0.0081","-0.0097","0.0015"
"4/13/2025","4.4135","46.3961","-0.0092","-0.0096","0.0003"
"4/20/2025","4.3740","42.2073","-0.0132","-0.0103","-0.0029"
"4/27/2025","4.2615","33.0540","-0.0251","-0.0132","-0.0118"
"5/4/2025","4.2989","37.8773","-0.0311","-0.0168","-0.0143"
"5/11/2025","4.2949","37.5656","-0.0358","-0.0206","-0.0152"
"5/18/2025","4.2341","33.1056","-0.0439","-0.0253","-0.0187"
"5/25/2025","4.2571","36.1918","-0.0480","-0.0298","-0.0182"
"6/1/2025","4.2275","34.0167","-0.0530","-0.0345","-0.0185"
"6/8/2025","4.2455","36.5154","-0.0548","-0.0385","-0.0163"
"6/15/2025","4.2549","37.8392","-0.0549","-0.0418","-0.0131"
"6/22/2025","4.2290","35.6343","-0.0564","-0.0447","-0.0117"
"6/29/2025","4.2210","34.9567","-0.0576","-0.0473","-0.0103"
"7/6/2025","4.2511","39.6095","-0.0554","-0.0489","-0.0065"
"7/13/2025","4.2460","39.0991","-0.0535","-0.0498","-0.0037"
"7/20/2025","4.2215","36.6558","-0.0534","-0.0506","-0.0028"
"7/27/2025","4.2726","44.4527","-0.0486","-0.0502","0.0016"
