"Date","Close","RSI rsi (14)","MACD macd (12,26,9)","Signal macd (12,26,9)","macd (12,26,9)_hist"
"10/22/2023","1.3685","60.0754","0.0066","0.0043","0.0024"
"10/29/2023","1.3537","49.1867","0.0055","0.0045","0.0010"
"11/5/2023","1.3604","53.3210","0.0051","0.0046","0.0004"
"11/12/2023","1.3443","44.0744","0.0034","0.0044","-0.0010"
"11/19/2023","1.3396","41.7715","0.0017","0.0038","-0.0022"
"11/26/2023","1.3351","39.6752","-0.0001","0.0031","-0.0031"
"12/3/2023","1.3412","43.8337","-0.0009","0.0023","-0.0032"
"12/10/2023","1.3307","38.8617","-0.0024","0.0013","-0.0038"
"12/17/2023","1.3232","35.7550","-0.0042","0.0002","-0.0044"
"12/24/2023","1.3199","34.4560","-0.0058","-0.0010","-0.0048"
"12/31/2023","1.3282","40.3543","-0.0063","-0.0020","-0.0042"
"1/7/2024","1.3301","41.6169","-0.0065","-0.0029","-0.0035"
"1/14/2024","1.3419","49.0232","-0.0056","-0.0035","-0.0021"
"1/21/2024","1.3401","48.0379","-0.0050","-0.0038","-0.0012"
"1/28/2024","1.3430","49.8115","-0.0042","-0.0039","-0.0004"
"2/4/2024","1.3463","51.8273","-0.0033","-0.0038","0.0004"
"2/11/2024","1.3460","51.6305","-0.0026","-0.0035","0.0009"
"2/18/2024","1.3436","49.9127","-0.0022","-0.0033","0.0011"
"2/25/2024","1.3448","50.8368","-0.0018","-0.0030","0.0012"
"3/3/2024","1.3312","41.9541","-0.0025","-0.0029","0.0004"
"3/10/2024","1.3375","46.5956","-0.0025","-0.0028","0.0003"
"3/17/2024","1.3493","54.0182","-0.0016","-0.0025","0.0010"
"3/24/2024","1.3482","53.2688","-0.0009","-0.0022","0.0013"
"3/31/2024","1.3488","53.6741","-0.0003","-0.0018","0.0015"
"4/7/2024","1.3609","60.5309","0.0011","-0.0012","0.0024"
"4/14/2024","1.3608","60.4035","0.0022","-0.0006","0.0028"
"4/21/2024","1.3627","61.4468","0.0032","0.0002","0.0030"
"4/28/2024","1.3495","51.3597","0.0029","0.0007","0.0021"
"5/5/2024","1.3544","54.3738","0.0030","0.0012","0.0018"
"5/12/2024","1.3449","48.2125","0.0023","0.0014","0.0009"
"5/19/2024","1.3496","51.1550","0.0021","0.0015","0.0005"
"5/26/2024","1.3519","52.5779","0.0021","0.0016","0.0004"
"6/2/2024","1.3517","52.4271","0.0020","0.0017","0.0003"
"6/9/2024","1.3536","53.6941","0.0021","0.0018","0.0003"
"6/16/2024","1.3554","54.9582","0.0023","0.0019","0.0004"
"6/23/2024","1.3556","55.1322","0.0025","0.0020","0.0004"
"6/30/2024","1.3494","49.7601","0.0021","0.0020","0"
"7/7/2024","1.3405","43.2859","0.0010","0.0018","-0.0008"
"7/14/2024","1.3451","47.1238","0.0005","0.0016","-0.0010"
"7/21/2024","1.3426","45.3423","0","0.0012","-0.0013"
"7/28/2024","1.3251","35.2006","-0.0019","0.0006","-0.0025"
"8/4/2024","1.3231","34.2785","-0.0035","-0.0002","-0.0033"
"8/11/2024","1.3183","32.0590","-0.0051","-0.0012","-0.0039"
"8/18/2024","1.3019","25.9101","-0.0075","-0.0024","-0.0051"
"8/25/2024","1.3042","28.0084","-0.0092","-0.0038","-0.0054"
"9/1/2024","1.3000","26.5302","-0.0108","-0.0052","-0.0056"
"9/8/2024","1.2979","25.8038","-0.0120","-0.0066","-0.0055"
"9/15/2024","1.2937","24.3539","-0.0132","-0.0079","-0.0053"
"9/22/2024","1.2807","20.5299","-0.0150","-0.0093","-0.0057"
"9/29/2024","1.3059","40.1423","-0.0143","-0.0103","-0.0040"
"10/6/2024","1.3047","39.6276","-0.0136","-0.0110","-0.0026"
"10/13/2024","1.3107","43.4373","-0.0125","-0.0113","-0.0012"
"10/20/2024","1.3205","49.0832","-0.0106","-0.0111","0.0005"
"10/27/2024","1.3249","51.4348","-0.0087","-0.0107","0.0019"
"11/3/2024","1.3267","52.4274","-0.0070","-0.0099","0.0029"
"11/10/2024","1.3423","59.8749","-0.0043","-0.0088","0.0045"
"11/17/2024","1.3496","62.8201","-0.0016","-0.0074","0.0058"
