"Date","Close"
"9/8/2024","7,022.85"
"9/15/2024","7,252.32"
"9/22/2024","7,428.30"
"9/29/2024","7,467.92"
"10/6/2024","7,310.32"
"10/13/2024","7,415.73"
"10/20/2024","7,314.23"
"10/27/2024","7,142.96"
"11/3/2024","6,977.18"
"11/10/2024","6,676.65"
"11/17/2024","6,780.13"
"11/24/2024","6,613.85"
"12/1/2024","6,729.14"
"12/8/2024","6,616.51"
"12/15/2024","6,406.38"
"12/22/2024","6,528.79"
"12/29/2024","6,603.81"
"1/5/2025","6,496.32"
"1/12/2025","6,352.12"
"1/19/2025","6,296.20"
"1/26/2025","5,862.59"
"2/2/2025","6,154.99"
"2/9/2025","6,061.33"
"2/16/2025","6,098.04"
"2/23/2025","5,997.97"
"3/2/2025","6,298.29"
"3/9/2025","6,294.11"
"3/16/2025","6,266.75"
"3/23/2025","6,147.44"
"3/30/2025","6,084.19"
"4/6/2025","6,082.44"
"4/13/2025","6,134.62"
"4/20/2025","6,268.75"
"4/27/2025","6,411.86"
"5/4/2025","6,458.20"
"5/11/2025","6,465.53"
"5/18/2025","6,413.10"
"5/25/2025","6,341.53"
"6/1/2025","6,376.79"
"6/8/2025","6,395.59"
"6/15/2025","6,339.77"
"6/22/2025","6,408.27"
"6/29/2025","6,395.57"
"7/6/2025","6,459.88"
"7/13/2025","6,303.72"
"7/20/2025","6,413.18"
"7/27/2025","6,306.13"
"8/3/2025","6,339.38"
"8/10/2025","6,315.93"
"8/17/2025","6,281.58"
"8/24/2025","6,155.57"
"8/31/2025","6,149.13"
"9/7/2025","6,109.21"
"9/14/2025","6,264.49"
"9/21/2025","6,027.12"
"9/28/2025","6,108.86"
"10/5/2025","6,037.79"
"10/12/2025","6,089.53"
"10/19/2025","5,988.02"
"10/26/2025","5,929.68"
"11/2/2025","5,759.37"
"11/9/2025","5,584.35"
"11/16/2025","5,997.13"
"11/23/2025","6,022.24"
"11/30/2025","5,949.22"
"12/7/2025","6,036.72"
"12/14/2025","5,920.87"
"12/21/2025","6,065.64"
"12/28/2025","6,135.06"
"1/4/2026","6,348.14"
"1/11/2026","6,464.67"
"1/18/2026","6,333.26"
"1/25/2026","6,328.97"
"2/1/2026","6,390.91"
"2/8/2026","6,384.58"
"2/15/2026","6,465.12"
"2/22/2026","6,611.24"
"3/1/2026","6,320.41"
"3/8/2026","6,058.94"
"3/15/2026","6,018.62"
"3/22/2026","5,972.83"
"3/29/2026","5,998.68"
"4/5/2026","6,098.21"
"4/12/2026","5,999.13"
"4/19/2026","5,943.49"
"4/26/2026","5,833.64"
"5/3/2026","5,960.97"
"5/10/2026","5,976.77"
"5/17/2026","5,961.40"
"5/24/2026","5,768.76"
"5/31/2026","5,938.38"
"6/7/2026","5,910.06"
"6/14/2026","6,135.35"
"6/21/2026","6,072.24"
"6/28/2026","6,188.03"
"7/5/2026","6,223.87"
