"Date","Close"
"7/11/2021","1,522.48"
"7/18/2021","1,523.44"
"7/25/2021","1,494.60"
"8/1/2021","1,489.80"
"8/8/2021","1,505.11"
"8/15/2021","1,518.03"
"8/22/2021","1,590.16"
"8/29/2021","1,589.19"
"9/5/2021","1,575.97"
"9/12/2021","1,548.51"
"9/19/2021","1,532.06"
"9/26/2021","1,524.48"
"10/3/2021","1,563.90"
"10/10/2021","1,598.28"
"10/17/2021","1,588.08"
"10/24/2021","1,562.31"
"10/31/2021","1,531.73"
"11/7/2021","1,531.22"
"11/14/2021","1,525.54"
"11/21/2021","1,512.22"
"11/28/2021","1,501.74"
"12/5/2021","1,488.88"
"12/12/2021","1,502.01"
"12/19/2021","1,516.45"
"12/26/2021","1,567.53"
"1/2/2022","1,543.11"
"1/9/2022","1,555.33"
"1/16/2022","1,527.06"
"1/23/2022","1,520.02"
"1/30/2022","1,522.76"
"2/6/2022","1,583.84"
"2/13/2022","1,603.05"
"2/20/2022","1,608.28"
"2/27/2022","1,603.94"
"3/6/2022","1,568.22"
"3/13/2022","1,591.26"
"3/20/2022","1,603.30"
"3/27/2022","1,602.41"
"4/3/2022","1,607.29"
"4/10/2022","1,589.01"
"4/17/2022","1,601.97"
"4/24/2022","1,600.43"
"5/1/2022","1,564.34"
"5/8/2022","1,544.41"
"5/15/2022","1,549.12"
"5/22/2022","1,546.76"
"5/29/2022","1,537.83"
"6/5/2022","1,493.95"
"6/12/2022","1,456.74"
"6/19/2022","1,436.70"
"6/26/2022","1,449.74"
"7/3/2022","1,425.79"
"7/10/2022","1,418.44"
"7/17/2022","1,465.80"
"7/24/2022","1,492.23"
"7/31/2022","1,501.55"
"8/7/2022","1,506.19"
"8/14/2022","1,504.44"
"8/21/2022","1,500.29"
"8/28/2022","1,491.18"
"9/4/2022","1,496.53"
"9/11/2022","1,467.31"
"9/18/2022","1,424.98"
"9/25/2022","1,394.63"
"10/2/2022","1,406.00"
"10/9/2022","1,382.47"
"10/16/2022","1,446.42"
"10/23/2022","1,447.31"
"10/30/2022","1,438.28"
"11/6/2022","1,468.21"
"11/13/2022","1,449.32"
"11/20/2022","1,486.54"
"11/27/2022","1,481.80"
"12/4/2022","1,477.19"
"12/11/2022","1,478.54"
"12/18/2022","1,474.68"
"12/25/2022","1,495.49"
"1/1/2023","1,480.55"
"1/8/2023","1,495.03"
"1/15/2023","1,500.33"
"1/22/2023","1,497.55"
"1/29/2023","1,490.47"
"2/5/2023","1,474.59"
"2/12/2023","1,476.90"
"2/19/2023","1,456.80"
"2/26/2023","1,453.55"
"3/5/2023","1,433.08"
"3/12/2023","1,411.73"
"3/19/2023","1,399.70"
"3/26/2023","1,422.59"
"4/2/2023","1,427.04"
"4/9/2023","1,435.13"
"4/16/2023","1,422.11"
"4/23/2023","1,415.95"
"4/30/2023","1,431.04"
"5/7/2023","1,422.92"
"5/14/2023","1,428.54"
"5/21/2023","1,402.98"
"5/28/2023","1,381.26"
"6/4/2023","1,376.08"
"6/11/2023","1,388.61"
"6/18/2023","1,390.89"
"6/25/2023","1,376.68"
"7/2/2023","1,377.67"
"7/9/2023","1,412.09"
"7/16/2023","1,413.52"
"7/23/2023","1,450.35"
"7/30/2023","1,445.21"
"8/6/2023","1,457.16"
"8/13/2023","1,446.09"
"8/20/2023","1,444.41"
"8/27/2023","1,463.43"
"9/3/2023","1,454.95"
"9/10/2023","1,459.03"
"9/17/2023","1,450.23"
"9/24/2023","1,424.17"
"10/1/2023","1,416.88"
"10/8/2023","1,444.14"
"10/15/2023","1,441.04"
"10/22/2023","1,441.90"
"10/29/2023","1,449.93"
"11/5/2023","1,445.18"
"11/12/2023","1,460.67"
"11/19/2023","1,453.92"
"11/26/2023","1,456.38"
"12/3/2023","1,441.97"
"12/10/2023","1,462.45"
"12/17/2023","1,454.38"
"12/24/2023","1,454.66"
"12/31/2023","1,487.61"
"1/7/2024","1,487.34"
"1/14/2024","1,486.37"
"1/21/2024","1,506.28"
"1/28/2024","1,516.58"
"2/4/2024","1,512.28"
"2/11/2024","1,533.55"
"2/18/2024","1,549.11"
"2/25/2024","1,538.02"
"3/3/2024","1,539.86"
"3/10/2024","1,552.83"
"3/17/2024","1,542.39"
"3/24/2024","1,536.07"
"3/31/2024","1,555.25"
"4/7/2024","1,551.04"
"4/14/2024","1,547.57"
"4/21/2024","1,575.16"
"4/28/2024","1,589.59"
"5/5/2024","1,600.67"
"5/12/2024","1,616.62"
"5/19/2024","1,619.40"
"5/26/2024","1,596.68"
"6/2/2024","1,617.86"
"6/9/2024","1,607.32"
"6/16/2024","1,590.37"
"6/23/2024","1,590.09"
"6/30/2024","1,611.02"
"7/7/2024","1,619.06"
"7/14/2024","1,636.55"
"7/21/2024","1,612.88"
"7/28/2024","1,611.05"
"8/4/2024","1,596.05"
"8/11/2024","1,623.90"
"8/18/2024","1,635.74"
"8/25/2024","1,678.80"
"9/1/2024","1,653.12"
"9/8/2024","1,652.15"
"9/15/2024","1,668.82"
"9/22/2024","1,660.09"
"9/29/2024","1,629.97"
"10/6/2024","1,633.55"
"10/13/2024","1,645.99"
"10/20/2024","1,618.30"
"10/27/2024","1,603.98"
"11/3/2024","1,621.24"
"11/10/2024","1,592.44"
"11/17/2024","1,589.78"
"11/24/2024","1,594.29"
"12/1/2024","1,613.25"
"12/8/2024","1,608.75"
"12/15/2024","1,591.41"
"12/22/2024","1,628.14"
"12/29/2024","1,629.46"
"1/5/2025","1,602.41"
"1/12/2025","1,566.72"
"1/19/2025","1,573.73"
"1/26/2025","1,556.92"
"2/2/2025","1,590.91"
"2/9/2025","1,591.60"
"2/16/2025","1,591.03"
"2/23/2025","1,574.70"
"3/2/2025","1,547.27"
"3/9/2025","1,512.15"
"3/16/2025","1,505.45"
"3/23/2025","1,513.65"
"3/30/2025","1,504.14"
"4/6/2025","1,454.76"
"4/13/2025","1,499.40"
"4/20/2025","1,509.20"
"4/27/2025","1,542.49"
"5/4/2025","1,546.50"
"5/11/2025","1,571.75"
"5/18/2025","1,535.38"
"5/25/2025","1,508.35"
"6/1/2025","1,516.79"
"6/8/2025","1,518.11"
"6/15/2025","1,502.74"
"6/22/2025","1,528.16"
"6/29/2025","1,550.19"
"7/6/2025","1,536.07"
"7/13/2025","1,525.86"
"7/20/2025","1,533.76"
"7/27/2025","1,533.35"
"8/3/2025","1,556.98"
"8/10/2025","1,576.34"
"8/17/2025","1,597.47"
"8/24/2025","1,575.12"
"8/31/2025","1,578.15"
"9/7/2025","1,600.13"
"9/14/2025","1,598.23"
"9/21/2025","1,609.05"
"9/28/2025","1,635.06"
"10/5/2025","1,622.25"
"10/12/2025","1,607.18"
"10/19/2025","1,613.27"
"10/26/2025","1,609.15"
"11/2/2025","1,619.13"
"11/9/2025","1,625.67"
"11/16/2025","1,617.57"
"11/23/2025","1,604.47"
"11/30/2025","1,616.52"
"12/7/2025","1,637.81"
"12/14/2025","1,665.90"
"12/21/2025","1,677.10"
"12/28/2025","1,669.76"
"1/4/2026","1,686.54"
"1/11/2026","1,712.74"
"1/18/2026","1,719.99"
"1/25/2026","1,740.88"
"2/1/2026","1,732.83"
"2/8/2026","1,739.54"
"2/15/2026","1,752.83"
"2/22/2026","1,716.61"
"3/1/2026","1,718.06"
"3/8/2026","1,698.85"
"3/15/2026","1,720.71"
"3/22/2026","1,712.65"
"3/29/2026","1,695.50"
"4/5/2026","1,691.31"
"4/12/2026","1,695.21"
"4/19/2026","1,720.34"
"4/26/2026","1,722.02"
"5/3/2026","1,748.06"
"5/10/2026","1,740.22"
"5/17/2026","1,712.67"
"5/24/2026","1,683.07"
"5/31/2026","1,693.43"
"6/7/2026","1,683.63"
"6/14/2026","1,712.03"
"6/21/2026","1,667.74"
"6/28/2026","1,679.05"
"7/5/2026","1,677.64"
