"Date","Close"
"7/11/2021","3,152.30"
"7/18/2021","3,157.05"
"7/25/2021","3,166.94"
"8/1/2021","3,177.18"
"8/8/2021","3,165.49"
"8/15/2021","3,102.75"
"8/22/2021","3,080.77"
"8/29/2021","3,083.85"
"9/5/2021","3,098.80"
"9/12/2021","3,071.23"
"9/19/2021","3,061.35"
"9/26/2021","3,051.11"
"10/3/2021","3,112.81"
"10/10/2021","3,173.91"
"10/17/2021","3,205.14"
"10/24/2021","3,198.17"
"10/31/2021","3,242.34"
"11/7/2021","3,228.45"
"11/14/2021","3,232.34"
"11/21/2021","3,166.27"
"11/28/2021","3,101.93"
"12/5/2021","3,135.61"
"12/12/2021","3,111.63"
"12/19/2021","3,108.28"
"12/26/2021","3,123.68"
"1/2/2022","3,205.26"
"1/9/2022","3,281.97"
"1/16/2022","3,294.86"
"1/23/2022","3,246.33"
"1/30/2022","3,331.41"
"2/6/2022","3,421.20"
"2/13/2022","3,428.90"
"2/20/2022","3,242.24"
"2/27/2022","3,226.78"
"3/6/2022","3,249.66"
"3/13/2022","3,330.63"
"3/20/2022","3,413.69"
"3/27/2022","3,419.11"
"4/3/2022","3,383.28"
"4/10/2022","3,335.85"
"4/17/2022","3,361.11"
"4/24/2022","3,356.90"
"5/1/2022","3,291.89"
"5/8/2022","3,191.16"
"5/15/2022","3,240.58"
"5/22/2022","3,230.55"
"5/29/2022","3,231.97"
"6/5/2022","3,181.73"
"6/12/2022","3,098.09"
"6/19/2022","3,111.65"
"6/26/2022","3,095.59"
"7/3/2022","3,131.26"
"7/10/2022","3,099.15"
"7/17/2022","3,181.34"
"7/24/2022","3,211.56"
"7/31/2022","3,282.88"
"8/7/2022","3,269.27"
"8/14/2022","3,246.51"
"8/21/2022","3,249.53"
"8/28/2022","3,205.69"
"9/4/2022","3,262.95"
"9/11/2022","3,268.29"
"9/18/2022","3,227.10"
"9/25/2022","3,130.24"
"10/2/2022","3,145.81"
"10/9/2022","3,039.61"
"10/16/2022","2,969.95"
"10/23/2022","3,059.19"
"10/30/2022","3,130.11"
"11/6/2022","3,228.33"
"11/13/2022","3,272.23"
"11/20/2022","3,244.55"
"11/27/2022","3,259.14"
"12/4/2022","3,245.97"
"12/11/2022","3,240.81"
"12/18/2022","3,257.70"
"12/25/2022","3,251.32"
"1/1/2023","3,276.72"
"1/8/2023","3,293.75"
"1/15/2023","3,293.71"
"1/22/2023","3,394.21"
"1/29/2023","3,384.29"
"2/5/2023","3,360.69"
"2/12/2023","3,328.37"
"2/19/2023","3,282.30"
"2/26/2023","3,232.02"
"3/5/2023","3,177.43"
"3/12/2023","3,183.28"
"3/19/2023","3,212.64"
"3/26/2023","3,258.90"
"4/2/2023","3,300.48"
"4/9/2023","3,302.66"
"4/16/2023","3,321.82"
"4/23/2023","3,270.51"
"4/30/2023","3,266.63"
"5/7/2023","3,208.55"
"5/14/2023","3,202.59"
"5/21/2023","3,207.39"
"5/28/2023","3,166.30"
"6/4/2023","3,186.97"
"6/11/2023","3,260.03"
"6/18/2023","3,191.60"
"6/25/2023","3,205.91"
"7/2/2023","3,139.47"
"7/9/2023","3,248.63"
"7/16/2023","3,278.30"
"7/23/2023","3,371.17"
"7/30/2023","3,292.39"
"8/6/2023","3,294.28"
"8/13/2023","3,173.93"
"8/20/2023","3,189.88"
"8/27/2023","3,233.30"
"9/3/2023","3,207.75"
"9/10/2023","3,280.69"
"9/17/2023","3,204.82"
"9/24/2023","3,217.41"
"10/1/2023","3,174.39"
"10/8/2023","3,185.79"
"10/15/2023","3,076.69"
"10/22/2023","3,061.85"
"10/29/2023","3,143.66"
"11/5/2023","3,106.68"
"11/12/2023","3,124.67"
"11/19/2023","3,094.81"
"11/26/2023","3,090.31"
"12/3/2023","3,110.73"
"12/10/2023","3,116.51"
"12/17/2023","3,140.32"
"12/24/2023","3,240.27"
"12/31/2023","3,184.30"
"1/7/2024","3,191.72"
"1/14/2024","3,152.29"
"1/21/2024","3,159.53"
"1/28/2024","3,179.77"
"2/4/2024","3,138.30"
"2/11/2024","3,221.94"
"2/18/2024","3,184.91"
"2/25/2024","3,135.76"
"3/3/2024","3,147.09"
"3/10/2024","3,172.96"
"3/17/2024","3,217.97"
"3/24/2024","3,224.01"
"3/31/2024","3,218.26"
"4/7/2024","3,216.91"
"4/14/2024","3,176.51"
"4/21/2024","3,280.10"
"4/28/2024","3,292.93"
"5/5/2024","3,290.70"
"5/12/2024","3,313.48"
"5/19/2024","3,316.56"
"5/26/2024","3,336.59"
"6/2/2024","3,330.77"
"6/9/2024","3,297.55"
"6/16/2024","3,306.02"
"6/23/2024","3,332.80"
"6/30/2024","3,410.81"
"7/7/2024","3,497.78"
"7/14/2024","3,447.56"
"7/21/2024","3,426.47"
"7/28/2024","3,381.45"
"8/4/2024","3,261.83"
"8/11/2024","3,352.89"
"8/18/2024","3,387.99"
"8/25/2024","3,442.93"
"9/1/2024","3,454.47"
"9/8/2024","3,562.65"
"9/15/2024","3,624.76"
"9/22/2024","3,573.36"
"9/29/2024","3,589.13"
"10/6/2024","3,573.76"
"10/13/2024","3,640.19"
"10/20/2024","3,593.41"
"10/27/2024","3,555.43"
"11/3/2024","3,724.37"
"11/10/2024","3,744.70"
"11/17/2024","3,746.02"
